model,trial,truth_sine_covariance,rb_normalized_estimate,ramsey_estimate
reset,193,0.0,0.04384150467519685,0.04531980499507874
reset,194,0.0,0.028304933562992126,-0.1028072327140748
reset,195,0.0,-0.03329852246862697,0.025292584276574805
reset,196,0.0,-0.023681160033218504,-0.011435200848917323
reset,197,0.0,-0.034066267839566934,-0.00700318343996063
reset,198,0.0,-0.03445554718257874,-0.06507885549950787
reset,199,0.0,0.19549176073449803,0.08058274637057086
static,0,0.0,0.010047732375738215,-0.015201118048720486
static,1,0.0,0.009381632166584636,0.00040561946358264045
static,2,0.0,0.08929851862389271,-0.023892139825295255
static,3,0.0,0.11519857091227852,0.03854538324311024
static,4,0.0,-0.08856970118725391,6.34381151575214e-05
static,5,0.0,0.015266238235113215,0.033730814776082696
static,6,0.0,0.19252458707554135,0.021298866572342534
static,7,0.0,0.10408032034325787,0.032240980253444906
static,8,0.0,0.1275711660310039,-0.005158672182578705
static,9,0.0,-0.10410410963644193,-0.0006372647022637734
static,10,0.0,-0.023114542322834636,-0.004844365157480324
static,11,0.0,0.06092437984436517,-0.003710168553149651
static,12,0.0,-0.1119372750830463,0.00529035433070868
static,13,0.0,-0.02845631997416341,-0.0013418122539370358
static,14,0.0,0.05850435992864173,-0.014721487450787385
static,15,0.0,0.011325866218626954,0.0024442898006890035
static,16,0.0,0.030716302826648632,0.023889256274606308
static,17,0.0,-0.18420482245017228,0.0037274698572834497
static,18,0.0,0.11557703694020671,0.01135061669537396
static,19,0.0,0.12421255036601869,-0.002653827817421295
static,20,0.0,-0.0028352512149360035,0.01834226593257876
static,21,0.0,-0.03868787870632383,0.004352239173228356
static,22,0.0,-0.0006336602639025399,-0.020586629552165392
static,23,0.0,0.13620451679379922,0.05889075572096458
static,24,0.0,-0.07601544237512305,0.016118087167814932
static,25,0.0,-0.034790759950172265,-0.011395792322834608
static,26,0.0,0.028413066713828712,0.011317936454232291
static,27,0.0,-0.03200524998462109,0.012565552718996065
static,28,0.0,0.1376448503629429,-0.009688730314960647
static,29,0.0,-0.033908393439345444,0.03514567698080706
static,30,0.0,-0.03888035571481302,0.009666623093011806
static,31,0.0,-0.06095249446358268,0.03781392255167326
static,32,0.0,-0.0659677099993849,-0.001483106237696874
static,33,0.0,0.002880667138287371,0.0019089105561023167
static,34,0.0,0.081573486328125,-0.034538208968996065
static,35,0.0,-0.040154164231668295,-0.0027509073572834497
static,36,0.0,0.007459024744709636,0.0016263225885826404
static,37,0.0,0.008853942390501954,0.013942928764763773
static,38,0.0,0.09090753990834154,0.016126737819881887
static,39,0.0,0.03849756436085137,0.016628475639763773
static,40,0.0,-0.00574403297244095,0.0070675827386810774
static,41,0.0,0.06280589666892226,-0.014098640501968518
static,42,0.0,-0.07574294683501478,-0.015296275221456712
static,43,0.0,0.06454035240834154,-0.019901305671751968
static,44,0.0,-0.07976333738312005,0.0071079524483267376
static,45,0.0,-0.1393230768639272,-0.015015609621062964
static,46,0.0,-0.016269713874876954,0.024590920275590566
static,47,0.0,-0.10670146791953737,-0.037395807701771644
static,48,0.0,0.08845724271038385,0.023857537217027547
static,49,0.0,-0.007796400175319858,-0.008716012549212615
static,50,0.0,-0.05756143885334648,0.004154235359251968
static,51,0.0,-0.027900515578863215,-0.004702109990157521
static,52,0.0,0.0203722856176181,0.0032814806840550936
static,53,0.0,0.022842046782726368,-0.01009050504429132
static,54,0.0,0.07282335176242617,0.00982137364665353
static,55,0.0,-0.005246620478592513,0.009666623093011806
